MusteriKodu;MusteriBolge1;MusteriBolge2;MusteriBolge3;MusteriBolge4;SatisKanali;lisansNo;SatisHacmi;DiageoSatisHacmi;RutAdi;RutgrupKod;SatisTemsilcisi;StTakipKod;SatisSefi;SonGuncellenmeZamani;DDegeri;RDegeri;HDegeri;BiletEtkinlik;OrtalamaHarcamaTutari;KuverSayisi;IsbirligiDuzeyi;HerseyDahil;KisMevsimi;OtelTipi;YatakSayisi;YillikMisafir;MusteriUnvan;MusteriTabelaAdi;MusteriCesidi;Adres;lat;lng;MusteriProfili;MapProfileScore;MapPopulationScore;Mapin Segment;not;username;Url detay; url
926262;Ulusal On-Trade Kanal MD.;İstanbul Modern OT;İstanbul Anadolu;ÜMRANİYE;HOTEL;34335193Aİ;S3;D4;Presell On İst.Mod Ataşehir Bölgesi;2819;Volkan Barol;8230;Tayfun Öncel;;D5;;H1;;500-999 TL;;Orta;Hayır;Evet;5 / 5+;;10K-50K;ORYATAS INSAAT VE TICARET A.S. CROWNE PLAZA ISTANBUL-ORYAPARK - CROWNE PLAZA ISTANBUL-ORYAPARK;CROWNE PLAZA İSTANB;Banket, Event, Etkinlik Oteli;;41,030065;29,109058;AB;;;H1;;;var;https://maps.google.com/?cid=8476122718772084323
933437;Ulusal On-Trade Kanal MD.;Hospitality;İstanbul Anadolu;ATAŞEHİR;MODERN;34392102Aİ;S2;D1;Presell On Hospitality Avrupa2 Kayıkçı Bölgesi;2536;Hospitalty Yedek 1;8072;ST Yöneticisi 7 ;;D2;R0;H0;Etkinlik Yok;500-999 TL;200-399;Yüksek;;;;;;SOS LOKANTA ISLETMECILIGI GIDA TUR. INS. SAN. VE TIC. A.S. - THE HUNGER;THE HUNGER WATERGAR;Modern Pub & Bistro;BARBAROS MH. AHLAT SK. NO:2/17 / ZİYLAN WATER GARDEN İSTANBUL A BLOK  ATASEHIR ISTANBUL;40,9984082;29,0999834;AB;81,6814;84,1073;D2-B;;thehunger;var;https://maps.google.com/?cid=3092637905416827970
936282;Ulusal On-Trade Kanal MD.;İstanbul Modern OT;İstanbul Anadolu;KADIKÖY;MODERN;34288643Aİ;S5;D4;Presell On İst.Mod Kadıköy Bölgesi;2814;Onur Çakmaz;8224;Tayfun Öncel;;D0;;;;;;;;;;;;AKBULUT EĞLENCE HİZ.MÜZİK TİC LTD ŞTİ ARABECKS CAFE;ARABECKS CAFE;Modern Pub & Bistro;OSMANAĞA MAH.KARADUT SOK NO 15/A/1 KADIKÖY KADIKOY ISTANBUL;40,99050910;29,03068370;C;;;D0-B;;arabeckscafe;var;https://maps.app.goo.gl/kThQSnXAAMCBJjEC9
941953;Ulusal On-Trade Kanal MD.;İstanbul Heritage;İstanbul Anadolu;ATAŞEHİR;HOTEL;34391727Aİ;S3;D3;Presell On Asya Kayıkçı İst.Tra Atşhr-Adalar Bölge;2822;Ramazan İlhami Kılınç;8231;Erkan Çoban;;D5;;H2;;500-999 TL;;Orta;Hayır;Evet;4;;10K-50K;CİTY LOFT OTELCİLİK VE YATÇILIK TURİZM LTD ŞTİ;CİTY LOFT OTEL;Lüks Butik Otel;KÜÇÜKBAKKALKÖY MAH ALİ AY SOK NO6/A   SILE ISTANBUL;40,97955600;29,10822500;AB;;;H2;;;var;https://maps.app.goo.gl/B65gZMiuX78yCVdZ7
946304;Ulusal On-Trade Kanal MD.;İstanbul Modern OT;İstanbul Anadolu;KADIKÖY;HOTEL;34288482Aİ;S4;D3;Presell On İst.Mod Caddebostan Bölgesi;2815;Atakan Balcıoğlu ;8226;Tayfun Öncel;;D0;R0;H2;;500-999 TL;;Yüksek;Hayır;Evet;4;0-50;10K-50K;TOP-KON TURISTIK HIZMETLER YATIRIM INSAAT VE TICARET LIMITED SIRKETI - MODA RİVA`S HOTEL;ESKİ USUL MEYHANE;Butik Otel;DR ESAT IŞIK CAD CAFERAĞA MAH.YOĞURTÇU PARK MEVKİİ NO 98 KADIKOY ISTANBUL KADIKOY ISTANBUL;40,9828175;29,0329325;A+;;;H2;;;var;https://maps.google.com/?cid=4674593414486257424
946546;Ulusal On-Trade Kanal MD.;İstanbul Modern OT;İstanbul Anadolu;ATAŞEHİR;MODERN;34392239Aİ;S4;D4;Presell On İst.Mod Ataşehir Bölgesi;2819;Volkan Barol;8230;Tayfun Öncel;;D2;;;Etkinlik Yok;0-499 TL;200-399;Orta;;;;;;GLOBUS TURIZM YATIRIMLARI VE YOLCU TAS TIC AS ISTANBUL BATI ATASEHIR SB - DRAFT;DRAFT ATAŞEHİR;Modern Pub & Bistro;BARBAROS MH.ARDIÇ SK.VARYAP MERİDİAN SİT.I BLOK NO:4  ATASEHIR ISTANBUL;40,9990395;29,1009386;AB;;;D2-B;;draft_food_space;var;https://maps.google.com/?cid=11049605029750752310
956367;Ulusal On-Trade Kanal MD.;İstanbul Modern OT;İstanbul Anadolu;ÜSKÜDAR;MODERN;34344276Aİ;S3;D3;Presell On İst.Mod Ataşehir Bölgesi;2819;Volkan Barol;8230;Tayfun Öncel;;D1;;;Etkinlik Yok;500-999 TL;400+;Yüksek;;;;;;HAYAL EMAAR YAT.SAN.TİC.A.Ş.;HAYAL KAHVESİ EMAAR;Gece Kulübü;ÜNALAN MH.LİBADİYE CD.NO:82/1-590 ÜSKÜDAR ISTANBUL;41,0044015;29,0713783;A+;;;D1-A;;hayalkahvesiemaar;var;https://maps.google.com/?cid=4739081384273704031
958635;Ulusal On-Trade Kanal MD.;İstanbul Heritage;İstanbul Anadolu;KADIKÖY;TRADITIONAL;34288152Aİ;S5;D5;Presell On İst.Tra Kadıköy Bölgesi;2816;Bertan Acabay;8229;Erkan Çoban;;;R0;;;;;;;;;;;MACCA RESTAURANT;MACCA BALIK;Balık;HUSEYİN ÇELİK SOK TOPALOĞLU İŞ MERKEZİ KADIKÖY/İST KADIKOY ISTANBUL;40,98219520;29,03724670;AB;;;R0-B;;maccafish;var;https://maps.app.goo.gl/e6uuin95ufUdmWNy7
959775;Ulusal On-Trade Kanal MD.;İstanbul Heritage;İstanbul Anadolu;KADIKÖY;TRADITIONAL;34289264Aİ;S3;D4;Presell On İst.Tra Kadıköy Bölgesi;2816;Bertan Acabay;8229;Erkan Çoban;;;R0;;;;;;;;;;;NURSA DIŞ TİC VE LTD ŞTİ;LİPSOS BALIK;Balık;CAFERAĞA MAH YASA CAD NO 58/1 KADIKOY ISTANBUL;40,9902554;29,0253911;AB;;;R0-B;;alakadikoy;var;https://maps.google.com/?cid=16024720761484245758
1000026925;Ulusal On-Trade Kanal MD.;İstanbul Heritage;İstanbul Anadolu;KADIKÖY;TRADITIONAL;34289264Aİ;S1;D4;Presell On İst.Tra Kadıköy Bölgesi;2816;Bertan Acabay;8229;Erkan Çoban;;D0;R2;H0;Etkinlik Yok;0-499 TL;100-199;Yüksek;;;;;;NURSA DIŞ TİC.VE TURZ.LTD.ŞTİ.;ALA BALIK MEZE;Balık;CAFERAĞA MH YASA CD NO 66;40,9902554;29,0253911;AB;77,0151;80,0753;R2-B;;alakadikoy;var;https://maps.google.com/?cid=16024720761484245758
962124;Ulusal On-Trade Kanal MD.;İstanbul Modern OT;İstanbul Anadolu;KADIKÖY;MODERN;34289166Aİ;S3;D3;Presell On İst.Mod Caddebostan Bölgesi;2815;Atakan Balcıoğlu ;8226;Tayfun Öncel;;D3;;;Etkinlik Yok;500-999 TL;100-199;Yüksek;;;;;;ETİLER MARMARİS GIDA LTD ŞTİ HANGAR;HANGAR;Modern Pub & Bistro;BOSTANCI MAH ESİNTİ SOK NO 2/A KADIKOY ISTANBUL ;40,95319218;29,09520630;C;;;D3-B;;hangar.bostanci;var;https://maps.app.goo.gl/WLustUtPttb3gyEYA
962311;Ulusal On-Trade Kanal MD.;Hospitality;İstanbul Anadolu;KADIKÖY;HOTEL;34287923Aİ;S1;D1;Presell On Hospitality Avrupa1 Kayıkçı Bölgesi;2535;Hospitality Yedek;8013;Mehmet Emir Kalkır;;D0;R0;H2;;2.000+ TL;;Yüksek;Hayır;Evet;5 / 5+;;10K-50K;KOZYATAĞI TURİZM VE OTELCİLİK A.Ş;HİLTON KOZYATAĞI;Banket, Event, Etkinlik Oteli;:SAHRAYI CAD MAHALLESİ BATMAN SOK NO 4-1 KADIKÖY KADIKOY ISTANBUL;40,98679200;29,08578705;A+;0;0;H2;;;var;https://maps.app.goo.gl/887doQRTViceC1iw9
964426;Ulusal On-Trade Kanal MD.;İstanbul Modern OT;İstanbul Anadolu;ÜMRANİYE;HOTEL;3433006532Aİ;S5;D4;Presell On İst.Mod Ataşehir Bölgesi;2819;Volkan Barol;8230;Tayfun Öncel;;D5;;H2;;500-999 TL;;Düşük;Hayır;Evet;4;;10K-50K;CANPARK GAYRIMENKUL YAT.TURZM.VE TAAHHÜT A.Ş;HİLTON GARDEN IN ÜMRANİYE ;Business;YAMANEVLER MH.HALDUN ALAGAŞ CD.NO:2  ÜMRANIYE ISTANBUL;41,0251528;29,1054404;DE;;;H2;;;var;https://maps.google.com/?cid=7579993593818901433
970155;Ulusal On-Trade Kanal MD.;İstanbul Modern OT;İstanbul Anadolu;KADIKÖY;HOTEL;34289471Aİ;S3;D4;Presell On İst.Mod Caddebostan Bölgesi;2815;Atakan Balcıoğlu ;8226;Tayfun Öncel;;D5;;H2;;0-499 TL;;Yüksek;Evet;Evet;Lüks Butik Otel;;0-10K;GÜVENSAN TESİS HİZMETLERİ A.Ş.;39 KALAMIŞ MARINA HOTEL;Butik Otel;FENERBAHÇE MH MÜNİR NURETTİN SELÇUK CD NO: 28-30 KADIKOY ISTANBUL;40,9758699;29,0412118;A+;;;H2;;;var;https://maps.google.com/?cid=8726589132710556538
970253;Ulusal On-Trade Kanal MD.;İstanbul Modern OT;İstanbul Anadolu;ATAŞEHİR;MODERN;34392459Aİ;S3;D5;Presell On İst.Mod Ataşehir Bölgesi;2819;Volkan Barol;8230;Tayfun Öncel;;D2;;;Etkinlik Var;0-499 TL;400+;Düşük;;;;;;DASDAS SANAT VE HİZM.İŞLM.A.Ş.;DASDAS;Modern Pub & Bistro;ATATÜRK MH.ERTUĞRUZ GASİ SK.NO:2JE METROPOL ATAŞEİR D6 BLOK ATASEHIR ISTANBUL;40,9940011;29,125195;AB;;;D2-A;;istanbuldasdas;var;https://maps.google.com/?cid=16301613673109679518
1000013196;Ulusal On-Trade Kanal MD.;Hospitality;İstanbul Anadolu;ATAŞEHİR;MODERN;3439002756Aİ;S3;D2;Presell On Hospitality Avrupa2 Kayıkçı Bölgesi;2536;Hospitalty Yedek 1;8072;ST Yöneticisi 7 ;;D2;R0;H0;Etkinlik Yok;500-999 TL;400+;Yüksek;;;;;;SOS LOKANTA İŞLET.GIDA TUR.İNŞ.SAN VE TİC A.Ş.;THE HUNGER;Modern Pub & Bistro;ATATÜRK MAH ERTUĞRUL GAZİ SOK NO:2P/1 METRPOL D7-A;40,9937287;29,1228661;AB;82,2756;84,3249;D2-B;;thehunger;var;https://maps.google.com/?cid=13266574312045076364
1000013606;Ulusal On-Trade Kanal MD.;İstanbul Heritage;İstanbul Anadolu;KADIKÖY;TRADITIONAL;3428009667Aİ;S5;D5;Presell On İst.Tra Kadıköy Bölgesi;2816;Bertan Acabay;8229;Erkan Çoban;;D0;R3;H0;;;;;;;;;;ARDARYA GIDA TURIZM VE TIC LTD.ŞTİ.;FÜREYYA MEYHANE ;Geleneksel Meyhane;OSMANAĞA MH ZİYABEY SK NO 3/A;40,989237;29,0282127;AB;;;R3-C;;fureyyameyhanesi;var;https://maps.google.com/?cid=15581571482419950129
705171;Ulusal On-Trade Kanal MD.;İstanbul Heritage;İstanbul Anadolu;KADIKÖY;TRADITIONAL;3428009667Aİ;S1;D4;Presell On İst.Tra Kadıköy Bölgesi;2816;Bertan Acabay;8229;Erkan Çoban;;D0;R2;H0;;;200-399;;;;;;;ADARYA GIDA TURİZM VE TİC. LTD. ŞTİ;FÜREYYA MEYHANESİ;Geleneksel Meyhane;OSMANAĞA MAHALLESİ ZİYABEY SOKAK NO:3/A;40,989237;29,0282127;AB;67,9419;79,1103;R2-C;;fureyyameyhanesi;var;https://maps.google.com/?cid=15581571482419950129
1000014558;Ulusal On-Trade Kanal MD.;İstanbul Modern OT;İstanbul Anadolu;ÜMRANİYE;HOTEL;34335829Aİ;S3;D4;Presell On İst.Mod Ataşehir Bölgesi;2819;Volkan Barol;8230;Tayfun Öncel;;D5;;H2;;500-999 TL;;Orta;Hayır;Evet;4;;10K-50K;PERPEKTİF OTELCİLİK VE TURİZM A.Ş.;PERSPEKTİF OTEL.VE TURZ A.Ş.;Business;ŞERİFALİ MH.KIBLE SK.NO:25 ;40,99711471;29,14367814;AB;;;H2;;radissonhotels;var;https://maps.app.goo.gl/CzsS1fb42B1468PK8
1000019670;Ulusal On-Trade Kanal MD.;İstanbul Heritage;İstanbul Anadolu;ATAŞEHİR;TRADITIONAL;3439002927Aİ;S3;D4;Presell On Asya Kayıkçı İst.Tra Atşhr-Adalar Bölge;2822;Ramazan İlhami Kılınç;8231;Erkan Çoban;;;R2;;Etkinlik Var;500-999 TL;100-199;Orta;;;;;;FERİYE TURİZM GIDA İNŞ.TİC.LTD.ŞTİ.;FERİDE MEYHANESİ;Yeni Nesil Meyhane;KÜÇÜKBAKKALKÖY MH VEDAT GÜNYOL CD NO 34A  ;40,9850519;29,1078256;AB;;;R2-A;;feridemeyhanesi;var;https://maps.google.com/?cid=8014079824089480963
1000021340;Ulusal On-Trade Kanal MD.;Hospitality;İstanbul Anadolu;ÜMRANİYE;MODERN;34335290Aİ;S5;D4;Presell On Hospitality Avrupa2 Kayıkçı Bölgesi;2536;Hospitalty Yedek 1;8072;ST Yöneticisi 7 ;;D2;;;Etkinlik Yok;500-999 TL;400+;Orta;;;;;;AYAN REST KAFETERYA TURZM GIDA LTD ŞTİ;HAPPY MOONS BUYAKA;Modern Pub & Bistro;;41,0263634;29,1286955;AB;;;D2-A;;happymoonscafe;var;https://maps.google.com/?cid=16899202846629013476
700569;Ulusal On-Trade Kanal MD.;Hospitality;İstanbul Anadolu;ÜMRANİYE;MODERN;3433006949Aİ;S5;D4;Presell On Hospitality Avrupa2 Kayıkçı Bölgesi;2536;Hospitalty Yedek 1;8072;ST Yöneticisi 7 ;;D1;;;Etkinlik Yok;500-999 TL;400+;Orta;;;;;;Nektar gıda restorant turizm ve kafe san. Tic as;Habby moons bobs cafe;Modern Pub & Bistro;Fatih Sultan Mehmet mah. Balkan cad no.62/301;41,0263634;29,1286955;AB;80,7807;92,524;D1-B;;happymoonscafe;var;https://maps.google.com/?cid=16899202846629013476
1000021523;Ulusal On-Trade Kanal MD.;Hospitality;İstanbul Anadolu;KADIKÖY;MODERN;34288285Aİ;S4;D4;Presell On Hospitality Avrupa2 Kayıkçı Bölgesi;2536;Hospitalty Yedek 1;8072;ST Yöneticisi 7 ;;D2;R0;H0;Etkinlik Yok;500-999 TL;400+;Orta;;;;;;ZOREL AYMUTLU GIDA MADDELERI TUR.SAN.TIC.LTD.STI.;HAPPY MOONS CADDEBOSTAN;Modern Pub & Bistro;BAĞDAT CD CEMİLPŞA AP NO 310/5;40,96688026;29,06773643;AB;80,7829;80,0756;D2-B;;happymoonscafe;var;https://maps.app.goo.gl/rj1opvFXxVVnoUER7
1000021810;Ulusal On-Trade Kanal MD.;İstanbul Modern OT;İstanbul Anadolu;ÜSKÜDAR;HOTEL;3434004666Aİ;S3;D3;Presell On İst.Mod Ataşehir Bölgesi;2819;Volkan Barol;8230;Tayfun Öncel;;D5;;H1;;2.000+ TL;;Orta;Hayır;Evet;5 / 5+;;50K-100K;ÜNALAN LİBADİYE GAYRİMENKUL  GELİŞTİRME AŞ ;ADDREESS HOTEL EMAAR;Banket, Event, Etkinlik Oteli;ÜNALAN MAHALLESİ LİBADİYE CAD. NO:80 ;41,0043172;29,0710656;AB;;;H1;;;var;https://maps.google.com/?cid=2705910201781322366
1000027147;Ulusal On-Trade Kanal MD.;İstanbul Heritage;İstanbul Anadolu;ATAŞEHİR;TRADITIONAL;3439003054Aİ;S5;D4;Presell On Asya Kayıkçı İst.Tra Atşhr-Adalar Bölge;2822;Ramazan İlhami Kılınç;8231;Erkan Çoban;;;R3;;Etkinlik Yok;500-999 TL;100-199;Orta;;;;;;MİLONA RESTOURANT;MİLANO;Yeni Nesil Meyhane;İNÖNÜ MAH KAYIŞDAĞI CAD. NO:184/2 ;40,97856028;29,13410794;AB;;;R3-C;;milanoeglencemerkezi;var;https://maps.app.goo.gl/NZZ9BbtE8ZZdyXtB6
1000028667;Ulusal On-Trade Kanal MD.;İstanbul Modern OT;İstanbul Anadolu;KADIKÖY;HOTEL;3428010195Aİ;S3;D1;Presell On İst.Mod Caddebostan Bölgesi;2815;Atakan Balcıoğlu ;8226;Tayfun Öncel;;D5;;H2;;500-999 TL;;Düşük;Hayır;Evet;3 ve Altı;;0-10K;TAPAN İNŞ.SAN. VE TİC.LTD.ŞTİ.;GHAN OTEL;Butik Otel;EĞİTİM MH EYLÜL SK NO:4-6A;40,9921641;29,041865;AB;;;H2;;;var;https://maps.google.com/?cid=2814936121018614829
960057;Reserve Kanal Md.;Reserve İstanbul 2;İstanbul Anadolu;KADIKÖY;MODERN;34289210Aİ;S3;D2;Presell Reserve İst. 2 Kayıkçı Bölgesi;2774;Reserve İstanbul 2 Personel;8159;Reserve İstanbul 2 Saha Müdürü;;D2;R0;H0;;;;;;;;;;GEKA GIDA REST İŞLTMLERİSAN TİC LTD ŞTİ;TOWN HOUSE;Premium Bistro Cafe;SUADİYE MAH PLAJYOLU SOK N0 11 KADIKOY ISTANBUL;40,95795004;29,08185923;AB;99,8;69,712;D2-B;;thetownhouseistanbul;var;https://maps.app.goo.gl/pc5C5QdjHa12Kgb27
433236;Ulusal On-Trade Kanal MD.;İstanbul Heritage;İstanbul Anadolu;KADIKÖY;TRADITIONAL;34281242Aİ;S1;D1;Presell On İst.Tra Kadıköy Bölgesi;2816;Bertan Acabay;8229;Erkan Çoban;;;R1;;;;;;;;;;;BÜYÜKKLÜP DERNEĞİ;BÜYÜK KULÜP;Askeri Birlik-Sosyal Tesis;;40,96976920;29,05331426;A+;99,11;99,17;R1-A;;buyukkulup1882;var;https://maps.app.goo.gl/KggFF62v91BG7Fis6
700147;Reserve Kanal Md.;Reserve İstanbul 2;İstanbul Anadolu;KADIKÖY;MODERN;3428010267Aİ;S3;D3;Presell Reserve İst. 2 Kayıkçı Bölgesi;2774;Reserve İstanbul 2 Personel;8159;Reserve İstanbul 2 Saha Müdürü;;D3;;;;;;;;;;;;Ady otekcilik turizm anonim şirketi;Peat&Sherry;Diğer Bistro Cafe;Caddebostan mah. Bağdat cad. No 338 / 9 kadıköy /istanbul;40,96484978;29,07149691;A+;98,81;68,82;D3-A;;peat.and.sherry;var;https://maps.app.goo.gl/tuaxgkADwgR4Szdv7
951054;Ulusal On-Trade Kanal MD.;İstanbul Heritage;İstanbul Anadolu;KADIKÖY;TRADITIONAL;34289058Aİ;S2;D3;Presell On İst.Tra Bostancı Bölgesi;2817;Mehmet Yaşar Tezcan;8228;Erkan Çoban;;;R1;;Etkinlik Yok;1.000 -1.999 TL;400+;Yüksek;;;;;;KARMA REST CAFE VE GIDA İŞL A.Ş;HAYATİ OCAKBAŞI;Kebap;KOZYATAĞI MAH DEĞİRMEN SOK AR PLAZA NO 16 A/8 KADIKOY ISTANBUL;40,9734073;29,0984399;AB;94,4049;94,9093;R1-A;;hayati_ocakbasi;var;https://maps.google.com/?cid=2443832560872943768
432520;Reserve Kanal Md.;Reserve İstanbul Lokal;İstanbul Anadolu;ÜSKÜDAR;TRADITIONAL;34341104Aİ;S3;D3;Presell Reserve İstanbul Lokal Kayıkçı Bölgesi;2773;Reserve İstanbul LokalPersonel;8163;Reserve İst Lokal Saha Müdürü;;;R1;;Etkinlik Yok;2.000+ TL;200-399;Yüksek;;;;;;BOĞAZİÇİ TURİZM ORGANİZASYON HİZMETLERİ TİCARET LTD ŞTİ;DEL MARE;Balık;;41,054384;29,052033;A+;94,0165;92,2595;R1-A;;delmare_istanbul;var;https://maps.google.com/?cid=16808118739749621480
433059;Ulusal On-Trade Kanal MD.;İstanbul Heritage;İstanbul Anadolu;ÜSKÜDAR;TRADITIONAL;34341989Aİ;S3;D4;Presell On İst.Tra Boğaz-Şile Bölge;2821;Bahadır Kaya;8233;Erkan Çoban;;;R1;;Etkinlik Yok;2.000+ TL;400+;Orta;;;;;;VİLLA BOSPHORUS TUR. VE REST. HİZ.TİC.LTD.ŞTİ;BEYLERBEYİ VİLLA BO;Balık;ABDULLAHAĞA MAH.BEYLERBEYİ İSKELE CAD. NO:18 ÜSKÜDAR;41,0444681;29,0438796;A+;94,0141;94,2618;R1-A;;villa.bosphorus;var;https://maps.google.com/?cid=13889464889204409693
433665;Ulusal On-Trade Kanal MD.;İstanbul Heritage;İstanbul Anadolu;KADIKÖY;TRADITIONAL;34281359Aİ;S2;D4;Presell On İst.Tra Kadıköy Bölgesi;2816;Bertan Acabay;8229;Erkan Çoban;;;R1;;Etkinlik Yok;1.000 -1.999 TL;100-199;Yüksek;;;;;;MATA TURİZM HİZMETLERİ İNŞ. VE GIDA ÜRÜNLERİ TİC. LTD. ŞTİ.;DEVELİ BALIK;Balık;Kalamış Yat Limanı Selçuk Cd. Kadıköy/İstanbul;40,9762786;29,0406828;A+;93,9414;91,2954;R1-A;;develi1912;var;https://www.google.com/maps/place/Develi+Marin/@40.9762826,29.0381025,17z/data=!3m1!4b1!4m6!3m5!1s0x14cab99566e67e19:0x8c54fbb64ecd29f5!8m2!3d40.9762786!4d29.0406828!16s%2Fg%2F11kjym3yt4?entry=ttu
969124;Ulusal On-Trade Kanal MD.;Hospitality;İstanbul Anadolu;ÜSKÜDAR;MODERN;34344354Aİ;S1;D1;Presell On Hospitality Avrupa2 Kayıkçı Bölgesi;2536;Hospitalty Yedek 1;8072;ST Yöneticisi 7 ;;D1;;;Etkinlik Yok;500-999 TL;400+;Yüksek;;;;;;VAKKO GIDA A.Ş.VAKKO BİSTRO EMAAR ŞB.;VAKKO BİSTRO EMAAR;Modern Pub & Bistro;ÜNALAN MH.LİBADİYE CD.NO:82/1/1 ÜSKÜDAR ISTANBUL;41,0036086;29,0708377;A+;93,8859;93,2239;D1-A;;vakkolatelier;var;https://maps.google.com/?cid=1778026035479570957
433410;Ulusal On-Trade Kanal MD.;İstanbul Heritage;İstanbul Anadolu;KADIKÖY;TRADITIONAL;34281261Aİ;S1;D4;Presell On İst.Tra Kadıköy Bölgesi;2816;Bertan Acabay;8229;Erkan Çoban;;;R1;;Etkinlik Yok;1.000 -1.999 TL;400+;Yüksek;;;;;;DEVELİ TURİZM HİZMETLERİ LTD. ŞTİ.;DEVELİ KALAMIŞ;Kebap;MÜNİR NURETTİN SELÇUK Cad. KALAMIŞ YAT LİMANI Sk. Kadıköy / İSTANBUL;40,9764706;29,0396014;A+;93,7921;95,7646;R1-A;;develi1912;var;https://maps.google.com/?cid=13883583235618853851
1000029315;Ulusal On-Trade Kanal MD.;İstanbul Heritage;İstanbul Anadolu;KADIKÖY;TRADITIONAL;3428010243Aİ;S2;D3;Presell On İst.Tra Kadıköy Bölgesi;2816;Bertan Acabay;8229;Erkan Çoban;;;R1;;Etkinlik Yok;1.000 -1.999 TL;100-199;Yüksek;;;;;;ATEŞBEY TURZ VE REST.İŞL.TİC.LTD.ŞTİ. ;ALEF OCAKBAŞI ;Kebap;FENERBAHÇE MH DR FARUK AYANOĞLU CD NO 13/2 ;40,9750052;29,0468359;AB;93,75;92,6495;R1-A;;alefocakbasi;var;https://maps.google.com/?cid=15745829310418709233
436770;Ulusal On-Trade Kanal MD.;İstanbul Heritage;İstanbul Anadolu;KADIKÖY;TRADITIONAL;34391772Aİ;S1;D4;Presell On Asya Kayıkçı İst.Tra Atşhr-Adalar Bölge;2822;Ramazan İlhami Kılınç;8231;Erkan Çoban;;;R1;;Etkinlik Yok;500-999 TL;400+;Yüksek;;;;;;TİLBE GIDA TURİZM SAN.VE TİC.A.Ş.;SAHAN RESTAURANT;Kebap;;40,9864332;29,1037979;AB;93,7427;95,698;R1-A;;sahanrestoran;var;https://www.google.com/maps/place/Sahan/@40.9867169,28.8229591,11z/data=!4m6!3m5!1s0x14cac6300b322345:0x9c1d392907ba3252!8m2!3d40.9864332!4d29.1037979!16s%2Fg%2F1tlr2838?entry=ttu
893667;Ulusal On-Trade Kanal MD.;Hospitality;İstanbul Anadolu;ATAŞEHİR;MODERN;34390779Aİ;S4;D4;Presell On Hospitality Avrupa1 Kayıkçı Bölgesi;2535;Hospitality Yedek;8013;Mehmet Emir Kalkır;;D1;;;Etkinlik Yok;500-999 TL;400+;Yüksek;;;;;;DIVAN TURIZM ISLETMELERI AS. - DİVAN TURİZM İŞLETMELERİ A.Ş;DİVAN PUB ATAŞEHİR;Modern Pub & Bistro;ATAŞEHİR ATATÜRK MAH.TURGUT ÖZAL BULVARI NO 12 -D 2 ATASEHIR ISTANBUL;41,0680246;29,0058102;AB;93,7369;90,5282;D1-A;;divanrestoranlari;var;https://maps.google.com/?cid=12977264051714050365
928352;Ulusal On-Trade Kanal MD.;İstanbul Heritage;İstanbul Anadolu;ATAŞEHİR;TRADITIONAL;34392008Aİ;S3;D4;Presell On Asya Kayıkçı İst.Tra Atşhr-Adalar Bölge;2822;Ramazan İlhami Kılınç;8231;Erkan Çoban;;;R1;;Etkinlik Yok;500-999 TL;400+;Yüksek;;;;;;ATA YIYECEK HIZMETLERI ANONIM SIRKETI - KÖŞEBAŞI;KÖŞEBAŞI ATAŞEHİR;Kebap;BARBAROS MAH. IHLAMUR BULVARI NO:7/1/A/2  ATASEHIR ISTANBUL;40,9955166;29,1071783;A+;93,7244;92,8608;R1-A;;kosebasi_tr;var;https://maps.google.com/?cid=17958546829781962735
1000027500;Ulusal On-Trade Kanal MD.;İstanbul Heritage;İstanbul Anadolu;KADIKÖY;TRADITIONAL;3428010166Aİ;S2;D3;Presell On İst.Tra Bostancı Bölgesi;2817;Mehmet Yaşar Tezcan;8228;Erkan Çoban;;;R1;;Etkinlik Yok;1.000 -1.999 TL;400+;Yüksek;;;;;;AKKO PARK GIDA VE TURİZM A.Ş.;ALİ OCAKBAŞI;Kebap;SUADİYE MH KAZIM ÖZALP SK C BLOK NO 60/4;40,9595084;29,07301;A+;93,715;93,2777;R1-A;;aliocakbasi;var;https://maps.google.com/?cid=6325516986227597800
701397;Ulusal On-Trade Kanal MD.;İstanbul Modern OT;İstanbul Anadolu;KADIKÖY;MODERN;3428010327Aİ;S4;D4;Presell On İst.Mod Caddebostan Bölgesi;2815;Atakan Balcıoğlu ;8226;Tayfun Öncel;;D3;;;Etkinlik Yok;500-999 TL;100-199;Düşük;;;;;;PROCIST İLETİŞİM TEKNOLOJİLERİ SANAYİ VE TICARET ANONİM ŞİRKETİ ARTOIS RESTAURANT VE CAFE;ARTOIS;Kokteyl Bar;CADDEBOSTAN MAH. HALDUN TANER SOKAK NO7-9 B ;40,9672799;29,0652276;AB;93,7073;65,4669;D3-A;;artois.cadde;var;https://maps.google.com/?cid=13626899829846803015
871302;Ulusal On-Trade Kanal MD.;Hospitality;İstanbul Anadolu;KADIKÖY;MODERN;34283180Aİ;S2;D2;Presell On Hospitality Avrupa1 Kayıkçı Bölgesi;2535;Hospitality Yedek;8013;Mehmet Emir Kalkır;;D1;;;Etkinlik Var;500-999 TL;400+;Yüksek;;;;;;DIVAN TURIZM ISLETMELERI A.S.;DİVAN KALAMIŞ BRASS;Modern Pub & Bistro;FENERBAHÇE MAH. MUNİR NURETTİN SELÇUK CAD. NO.15/2/A KADIKOY ISTANBUL;40,9763135;29,040666;A+;93,6974;95,1387;D1-A;;divanrestoranlari;var;https://maps.google.com/?cid=15503981688172348416
